time,servertime,latitude,longitude,"HDT - Heading True","SOG - Speed over Ground","COG - Course over Ground","TWA - True Wind Angle","TWD - True Wind Direction",Heel,"Trim Fore / Aft","VMG - Velocity Made Good","GPS Satellites","GPS HAcc","Battery Charge","Battery 1 Voltage","Battery 1 Temperature"
"2024-07-23 11:46:30.799","2024-07-23 16:47:17.487",47.655835,8.940425,20.39,2.130791,179.97,76.08,256.06,1.33,5.61,0.5125108,16,0.3828,84,3.996,-243.4
"2024-07-23 11:46:31.799","2024-07-23 16:47:17.487",47.655812,8.940422,18.07,2.46512,183.86,72.19,256.06,4.52,6.04,0.7540398,16,0.3818,84,3.996,-243.4
"2024-07-23 11:46:32.799","2024-07-23 16:47:17.487",47.655788,8.940420,16.69,2.676072,184.25,71.81,256.06,3.92,6.23,0.8356719,16,0.3779,84,3.996,-243.4
"2024-07-23 11:46:33.599","2024-07-23 16:47:17.488",47.655768,8.940419,16.67,2.754586,182.01,74.05,256.06,4.49,6.2,0.757099,16,0.3809,83,3.994,-243.5
"2024-07-23 11:46:34.799","2024-07-23 16:47:17.488",47.655739,8.940417,16.33,2.671957,182.46,73.59,256.06,4.21,6.06,0.7547196,16,0.3809,84,3.996,-243.4
"2024-07-23 11:46:35.799","2024-07-23 16:47:17.488",47.655716,8.940417,17.77,2.628016,179.45,76.6,256.06,2.55,5.3,0.6089212,16,0.3789,83,3.994,-243.4
"2024-07-23 11:46:36.799","2024-07-23 16:47:17.488",47.655693,8.940416,18.69,2.54304,179.63,76.42,256.06,3.96,4.94,0.5970482,16,0.3728,84,3.996,-243.2
"2024-07-23 11:46:37.699","2024-07-23 16:47:17.488",47.655671,8.940416,19.5,2.599091,181.13,74.92,256.06,3.18,5.28,0.6761541,16,0.3669,83,3.994,-243.4
"2024-07-23 11:46:38.799","2024-07-23 16:47:17.489",47.655646,8.940414,18.89,2.541836,181.39,74.67,256.06,3.53,4.97,0.6723765,16,0.366,84,3.996,-243.4
"2024-07-23 11:46:39.799","2024-07-23 16:47:17.489",47.655623,8.940413,18.66,2.570563,182.07,73.97,256.06,-1.14,5.01,0.7095252,16,0.3599,83,3.994,-243.4
"2024-07-23 11:46:40.799","2024-07-23 16:47:17.489",47.655599,8.940408,16.61,2.570158,184.64,71.41,256.06,-0.37,4.46,0.8192269,16,0.3579,83,3.994,-243.5
"2024-07-23 11:46:41.799","2024-07-23 16:47:17.489",47.655575,8.940402,14.65,2.656235,187.83,68.23,256.06,2.78,4.22,0.9852046,16,0.3489,84,3.996,-243.4
"2024-07-23 11:46:42.799","2024-07-23 16:47:17.493",47.655549,8.940394,11.95,2.733481,191.52,64.52,256.06,10.29,5.13,1.175527,16,0.3459,84,3.996,-243.2
"2024-07-23 11:46:43.799","2024-07-23 16:47:17.493",47.655521,8.940390,12.41,3.115542,189.16,66.9,256.06,10.94,5.64,1.222392,16,0.345,84,3.996,-243.2
"2024-07-23 11:46:44.799","2024-07-23 16:47:17.493",47.655491,8.940387,14.17,3.285462,186.52,69.53,256.06,13.14,7.05,1.148798,16,0.3469,84,3.996,-243.4
"2024-07-23 11:46:45.799","2024-07-23 16:47:17.494",47.655459,8.940387,17.39,3.401336,181.65,74.39,256.06,11.23,6.43,0.9149969,16,0.3459,84,3.998,-243.5
"2024-07-23 11:46:46.799","2024-07-23 16:47:17.494",47.655430,8.940386,23.69,3.455399,179.92,76.14,256.06,6.04,5.02,0.828066,16,0.344,84,3.996,-243.4
"2024-07-23 11:46:47.799","2024-07-23 16:47:17.494",47.655401,8.940381,21.89,3.243084,185.25,70.81,256.06,2.31,4.49,1.066289,16,0.3389,84,3.996,-243.4
"2024-07-23 11:46:48.799","2024-07-23 16:47:17.494",47.655375,8.940375,18.11,3.119919,187.14,68.92,256.06,3.48,4.63,1.122345,16,0.3328,83,3.994,-243.4
"2024-07-23 11:46:49.799","2024-07-23 16:47:17.495",47.655348,8.940370,14.03,3.090442,189.4,66.66,256.06,5.87,5.13,1.224665,16,0.3289,84,3.996,-243.4
"2024-07-23 11:46:50.799","2024-07-23 16:47:17.495",47.655322,8.940364,14.3,3.103037,188.9,67.14,256.06,6.3,5.78,1.205318,16,0.3269,84,3.996,-243.4
"2024-07-23 11:46:51.799","2024-07-23 16:47:17.495",47.655297,8.940358,13.67,2.848035,189.44,66.61,256.06,8.6,5.8,1.130551,16,0.3279,84,3.996,-243.2
"2024-07-23 11:46:52.799","2024-07-23 16:47:17.496",47.655277,8.940354,14.71,2.506418,187.22,68.83,256.06,5.68,4.67,0.905079,16,0.3298,83,3.994,-243.4
"2024-07-23 11:46:53.799","2024-07-23 16:47:17.496",47.655258,8.940350,14.6,2.11599,187.58,68.48,256.06,4.32,3.87,0.776387,16,0.3328,84,3.996,-243.4
"2024-07-23 11:46:54.799","2024-07-23 16:47:17.496",47.655239,8.940345,14.74,2.096587,188.81,67.25,256.06,1.57,4.05,0.8108575,16,0.3308,84,3.996,-243.4
"2024-07-23 11:46:55.799","2024-07-23 16:47:17.496",47.655220,8.940338,11.53,2.14766,190.23,65.81,256.06,3.53,5.38,0.8799213,15,0.3279,83,3.994,-243.4
"2024-07-23 11:46:56.799","2024-07-23 16:47:17.497",47.655200,8.940332,8.12,2.275507,192.65,63.4,256.06,1.33,5.52,1.018731,16,0.3269,83,3.994,-243.4
"2024-07-23 11:46:57.799","2024-07-23 16:47:17.497",47.655180,8.940325,8.06,2.272229,190.25,65.8,256.06,2.44,4.54,0.9313375,16,0.3289,83,3.994,-243.4
"2024-07-23 11:46:58.799","2024-07-23 16:47:17.497",47.655158,8.940317,8.79,2.345201,193.1,62.95,256.06,1.08,4.45,1.066475,16,0.3289,83,3.994,-243.4
"2024-07-23 11:46:59.799","2024-07-23 16:47:17.497",47.655137,8.940308,7.53,2.452633,193,63.04,256.06,3.15,5.19,1.111718,16,0.3289,83,3.994,-243.2
"2024-07-23 11:47:00.799","2024-07-23 16:47:17.497",47.655116,8.940300,5.55,2.474545,196.33,59.71,256.06,1.09,6.03,1.247825,16,0.3259,83,3.994,-243.4
"2024-07-23 11:47:01.799","2024-07-23 16:47:17.498",47.655095,8.940291,4.41,2.414257,193.5,62.56,256.06,1.6,4.87,1.112724,16,0.323,84,3.996,-243.5
"2024-07-23 11:47:02.799","2024-07-23 16:47:17.498",47.655074,8.940280,5.08,2.401373,196.84,59.22,256.06,5.01,5.12,1.229095,16,0.3218,84,3.996,-243.5
"2024-07-23 11:47:03.799","2024-07-23 16:47:17.498",47.655053,8.940273,4.9,2.440583,196.55,59.5,256.06,4.27,5.67,1.238515,16,0.323,84,3.998,-243.4
"2024-07-23 11:47:04.799","2024-07-23 16:47:17.498",47.655032,8.940266,5.28,2.412589,192.24,63.81,256.06,3.7,5.14,1.064752,16,0.323,83,3.994,-243.4
"2024-07-23 11:47:05.799","2024-07-23 16:47:17.499",47.655011,8.940259,6.15,2.350894,193.55,62.5,256.06,4.76,4.72,1.085395,16,0.323,84,3.996,-243.2
"2024-07-23 11:47:06.799","2024-07-23 16:47:17.499",47.654989,8.940252,8.15,2.400082,193.32,62.73,256.06,2.74,4.92,1.099649,16,0.323,83,3.994,-243.4
"2024-07-23 11:47:07.799","2024-07-23 16:47:17.499",47.654968,8.940246,7.91,2.430821,192.76,63.28,256.06,2.98,5.39,1.092774,16,0.3218,83,3.994,-243.2
"2024-07-23 11:47:08.799","2024-07-23 16:47:17.499",47.654947,8.940239,6.34,2.331176,191.66,64.39,256.06,4.15,4.97,1.007468,16,0.323,84,3.996,-243.4
"2024-07-23 11:47:09.799","2024-07-23 16:47:17.5",47.654926,8.940233,7.62,2.371585,190.99,65.05,256.06,3.1,4.93,1.000142,16,0.323,84,3.996,-243.4
"2024-07-23 11:47:10.499","2024-07-23 16:47:17.5",47.654910,8.940229,8.82,2.459424,190.71,65.35,256.06,1.02,4.72,1.025928,16,0.323,84,3.996,-243.5
"2024-07-23 11:47:11.799","2024-07-23 16:47:17.51",47.654880,8.940221,8.35,2.591653,190.93,65.12,256.06,1.59,5.81,1.090281,16,0.3279,84,3.996,-243.5
"2024-07-23 11:47:12.799","2024-07-23 16:47:17.51",47.654858,8.940212,6.84,2.521863,193.2,62.84,256.06,5.8,5.75,1.150887,16,0.3308,84,3.996,-243.4
"2024-07-23 11:47:13.799","2024-07-23 16:47:17.511",47.654836,8.940206,8.12,2.527308,192.93,63.13,256.06,4.92,5.27,1.142274,16,0.3328,84,3.996,-243.5
"2024-07-23 11:47:14.599","2024-07-23 16:47:17.511",47.654818,8.940201,9.56,2.529735,190.12,65.92,256.06,3.21,5,1.032067,16,0.335,84,3.996,-243.4
"2024-07-23 11:47:15.799","2024-07-23 16:47:17.511",47.654793,8.940192,9.45,2.45189,191.77,64.28,256.06,5.06,4.69,1.064062,16,0.3369,83,3.992,-243.4
"2024-07-23 11:47:16.799","2024-07-23 16:47:17.511",47.654771,8.940186,7.46,2.403919,193.57,62.48,256.06,10.39,4.99,1.110728,16,0.3359,83,3.994,-243.4
"2024-07-23 11:47:17.799","2024-07-23 16:47:17.512",47.654748,8.940183,8.65,2.563224,187.56,68.49,256.06,10.92,5.58,0.9398839,16,0.3408,83,3.994,-243.5
"2024-07-23 11:47:18.699","2024-07-23 16:47:17.512",47.654727,8.940184,15.38,2.627541,181.26,74.79,256.06,6.68,5.28,0.6892847,16,0.3469,83,3.994,-243.4
"2024-07-23 11:47:19.799","2024-07-23 16:47:17.512",47.654703,8.940184,18.3,2.474781,178.53,77.52,256.06,4.71,5.01,0.5346425,16,0.3489,83,3.994,-243.4
"2024-07-23 11:47:20.799","2024-07-23 16:47:17.512",47.654681,8.940185,19.72,2.402651,178.45,77.61,256.06,7.1,5.84,0.5155184,16,0.3518,83,3.994,-243.5
"2024-07-23 11:47:21.799","2024-07-23 16:47:17.513",47.654661,8.940189,20.92,2.384814,175.18,80.86,256.06,10.37,5.82,0.3785404,16,0.3489,84,3.996,-243.5
"2024-07-23 11:47:22.799","2024-07-23 16:47:17.513",47.654641,8.940194,26.48,2.25783,171.13,84.93,256.06,14.43,5.6,0.1996468,15,0.3608,83,3.994,-243.4
"2024-07-23 11:47:23.799","2024-07-23 16:47:17.513",47.654624,8.940197,31.51,2.069948,171.71,84.34,256.06,14.8,3.92,0.2041113,15,0.376,84,3.996,-243.4
"2024-07-23 11:47:24.799","2024-07-23 16:47:17.513",47.654607,8.940201,32.13,1.915346,173.38,82.67,256.06,8.78,5.37,0.2443283,16,0.387,84,3.996,-243.5
"2024-07-23 11:47:25.799","2024-07-23 16:47:17.514",47.654591,8.940204,29.71,1.798391,168.47,87.59,256.06,7.67,5.43,0.07575192,16,0.3928,84,3.996,-243.2
"2024-07-23 11:47:26.799","2024-07-23 16:47:17.514",47.654573,8.940208,28.07,1.946201,174.16,81.89,256.06,3.57,6.19,0.2743761,16,0.3909,83,3.994,-243.4
"2024-07-23 11:47:27.799","2024-07-23 16:47:17.514",47.654554,8.940210,25.4,2.013045,172.25,83.8,256.06,5.36,5.72,0.2174234,16,0.3899,83,3.994,-243.4
"2024-07-23 11:47:28.799","2024-07-23 16:47:17.514",47.654534,8.940213,23.78,2.102592,178.64,77.41,256.06,5.72,5.7,0.4582841,16,0.376,83,3.994,-243.4
"2024-07-23 11:47:29.799","2024-07-23 16:47:17.515",47.654512,8.940215,24.08,2.328665,174.69,81.36,256.06,4.86,5.19,0.3498248,16,0.3718,84,3.996,-243.2
"2024-07-23 11:47:30.799","2024-07-23 16:47:17.515",47.654489,8.940214,23.69,2.494504,179.12,76.93,256.06,4.13,5.95,0.5640658,16,0.3679,83,3.994,-243.5
"2024-07-23 11:47:31.799","2024-07-23 16:47:17.515",47.654467,8.940214,21.14,2.571584,180.75,75.29,256.06,4.68,6,0.6527523,16,0.3679,83,3.994,-243.4
"2024-07-23 11:47:32.799","2024-07-23 16:47:17.516",47.654444,8.940213,19.96,2.553735,182.21,73.84,256.06,5.03,6.61,0.7109067,16,0.366,83,3.994,-243.5
"2024-07-23 11:47:33.799","2024-07-23 16:47:17.516",47.654421,8.940212,18.57,2.493995,182.18,73.87,256.06,5,4.64,0.6926347,16,0.3638,83,3.994,-243.5
"2024-07-23 11:47:34.799","2024-07-23 16:47:17.516",47.654399,8.940210,19.89,2.517955,181.98,74.07,256.06,-0.35,4.58,0.6909426,16,0.365,84,3.994,-243.4
"2024-07-23 11:47:35.799","2024-07-23 16:47:17.516",47.654377,8.940205,16.77,2.469249,182.63,73.42,256.06,4.11,4.59,0.7045339,16,0.3679,83,3.994,-243.6
"2024-07-23 11:47:36.799","2024-07-23 16:47:17.517",47.654355,8.940202,15.08,2.35577,186.94,69.12,256.06,4.59,4.65,0.8398734,16,0.3628,83,3.994,-243.5
"2024-07-23 11:47:37.799","2024-07-23 16:47:17.517",47.654333,8.940201,14.05,2.518881,182.26,73.79,256.06,5.86,5.27,0.7031852,16,0.3669,84,3.996,-243.5
"2024-07-23 11:47:38.799","2024-07-23 16:47:17.517",47.654310,8.940199,15.47,2.456825,183.29,72.76,256.06,9.11,4.7,0.7280726,16,0.3638,83,3.994,-243.4
"2024-07-23 11:47:39.799","2024-07-23 16:47:17.517",47.654286,8.940197,19.93,2.496852,183.5,72.56,256.06,10.12,4.66,0.748572,16,0.3618,83,3.992,-243.4
"2024-07-23 11:47:40.799","2024-07-23 16:47:17.518",47.654261,8.940197,20.92,2.785933,181.4,74.64,256.06,9.18,5.58,0.7376127,16,0.3599,83,3.994,-243.5
"2024-07-23 11:47:41.799","2024-07-23 16:47:17.518",47.654236,8.940196,20.5,2.815684,183.29,72.75,256.06,9.66,5.48,0.8345694,16,0.3579,83,3.994,-243.4
"2024-07-23 11:47:42.799","2024-07-23 16:47:17.518",47.654211,8.940196,18.64,2.753917,181.96,74.09,256.06,9.71,5.5,0.7548117,16,0.356,83,3.992,-243.4
"2024-07-23 11:47:43.799","2024-07-23 16:47:17.519",47.654189,8.940198,19.58,2.622141,179.82,76.24,256.06,8.69,6.21,0.6238649,16,0.356,83,3.994,-243.5
"2024-07-23 11:47:44.799","2024-07-23 16:47:17.519",47.654169,8.940200,21.81,2.36829,173.98,82.06,256.06,2.26,3.72,0.3270336,16,0.356,84,3.996,-243.2
"2024-07-23 11:47:45.799","2024-07-23 16:47:17.519",47.654149,8.940200,23.26,2.09922,176.48,79.58,256.06,3.11,4.2,0.3797715,16,0.3528,84,3.996,-243.5
"2024-07-23 11:47:46.799","2024-07-23 16:47:17.519",47.654129,8.940200,23.45,2.241687,178.42,77.63,256.06,3.26,5.69,0.4801261,16,0.3489,83,3.994,-243.5
"2024-07-23 11:47:47.799","2024-07-23 16:47:17.52",47.654110,8.940198,23.94,2.268129,179.38,76.68,256.06,1.64,5.79,0.5227869,16,0.3389,83,3.992,-243.5
"2024-07-23 11:47:48.799","2024-07-23 16:47:17.52",47.654093,8.940189,21.62,2.099541,189.39,66.67,256.06,7.37,5.89,0.8316823,16,0.3359,83,3.994,-243.5
"2024-07-23 11:47:49.799","2024-07-23 16:47:17.52",47.654079,8.940179,14.25,1.832694,203.55,52.51,256.06,18.37,5.49,1.115576,16,0.3418,83,3.994,-243.4
"2024-07-23 11:47:50.799","2024-07-23 16:47:17.52",47.654069,8.940168,14.12,1.559996,207.75,48.31,256.06,27.18,6.27,1.037606,15,0.3489,83,3.994,-243.5
"2024-07-23 11:47:51.499","2024-07-23 16:47:17.521",47.654065,8.940162,11.6,1.294042,218.81,37.24,256.06,28.76,5.52,1.030128,16,0.3508,84,3.996,-243.5
"2024-07-23 11:47:52.799","2024-07-23 16:47:17.521",47.654059,8.940152,6.1,0.9235699,224.12,31.94,256.06,28.4,6.28,0.7837683,16,0.3479,84,3.996,-243.6
"2024-07-23 11:47:53.799","2024-07-23 16:47:17.521",47.654056,8.940146,0.13,0.6790259,235.91,20.15,256.06,24.61,7.01,0.6374796,16,0.3469,84,3.994,-243.5
"2024-07-23 11:47:54.799","2024-07-23 16:47:17.521",47.654056,8.940138,355.74,0.6036806,240.87,15.18,256.06,30.03,6.03,0.5826038,16,0.3508,83,3.994,-243.5
"2024-07-23 11:47:55.599","2024-07-23 16:47:17.522",47.654055,8.940134,354.4,0.5024432,355.06,-99.01,256.06,24.2,7.25,-0.0786555,16,0.3499,83,3.994,-243.6
"2024-07-23 11:47:56.799","2024-07-23 16:47:17.522",47.654056,8.940126,351.19,0.4492253,351.35,-95.3,256.06,26.98,7.23,-0.04149243,16,0.3499,84,3.996,-243.5
"2024-07-23 11:47:57.799","2024-07-23 16:47:17.522",47.654056,8.940122,349.98,0.4760435,350.11,-94.06,256.06,21.62,5.67,-0.03370877,16,0.3469,83,3.994,-243.4
"2024-07-23 11:47:58.799","2024-07-23 16:47:17.522",47.654057,8.940115,347.9,0.4891003,348,-91.95,256.06,20.84,6.27,-0.01663745,16,0.3469,83,3.994,-243.5
"2024-07-23 11:47:59.699","2024-07-23 16:47:17.523",47.654056,8.940109,347.22,0.5520741,269.47,-13.43,256.06,18.42,6.22,0.5369919,16,0.3459,83,3.994,-243.2
"2024-07-23 11:48:00.799","2024-07-23 16:47:17.523",47.654055,8.940101,345.98,0.5346142,265.88,-9.82,256.06,12.44,5.86,0.5267804,16,0.3479,84,3.996,-243.6
"2024-07-23 11:48:01.799","2024-07-23 16:47:17.523",47.654055,8.940093,344.88,0.6931804,263.67,-7.61,256.06,12.34,5.34,0.6870643,15,0.3469,84,3.996,-243.4
"2024-07-23 11:48:02.799","2024-07-23 16:47:17.523",47.654055,8.940083,344.96,0.7197303,264.97,-8.92,256.06,9.99,5.31,0.7110291,16,0.3469,83,3.994,-243.5
"2024-07-23 11:48:03.799","2024-07-23 16:47:17.524",47.654054,8.940072,344.89,0.7979902,263.5,-7.45,256.06,4.94,6.25,0.7912493,16,0.3469,84,3.996,-243.4
"2024-07-23 11:48:04.799","2024-07-23 16:47:17.524",47.654054,8.940058,343.14,0.9743994,267.06,-11.02,256.06,3.35,6.02,0.9564464,16,0.3408,83,3.994,-243.5
"2024-07-23 11:48:05.799","2024-07-23 16:47:17.524",47.654053,8.940042,341.96,1.089997,266.09,-10.04,256.06,0.69,5.55,1.073313,16,0.3369,83,3.994,-243.5
"2024-07-23 11:48:06.799","2024-07-23 16:47:17.524",47.654053,8.940024,342.93,1.344539,269.24,-13.19,256.06,2.69,5.1,1.309061,16,0.335,83,3.994,-243.4
"2024-07-23 11:48:07.799","2024-07-23 16:47:17.525",47.654054,8.940004,343.48,1.458231,271.15,-15.1,256.06,2.76,4.99,1.40789,16,0.3328,83,3.994,-243.5
"2024-07-23 11:48:08.799","2024-07-23 16:47:17.525",47.654055,8.939982,343.56,1.571669,272.74,-16.69,256.06,-0.6,5.61,1.505444,16,0.3289,84,3.996,-243.5
"2024-07-23 11:48:09.799","2024-07-23 16:47:17.525",47.654058,8.939958,343.14,1.741988,275.69,-19.63,256.06,-1.64,5.26,1.640709,16,0.325,83,3.994,-243.5
"2024-07-23 11:48:10.799","2024-07-23 16:47:17.526",47.654063,8.939932,343.41,1.950393,281.03,-24.97,256.06,2.25,5.99,1.767979,16,0.3218,83,3.994,-243.4
"2024-07-23 11:48:11.799","2024-07-23 16:47:17.531",47.654068,8.939905,343.99,2.075875,285.81,-29.75,256.06,0.71,5.56,1.802168,16,0.3218,84,3.996,-243.5
"2024-07-23 11:48:12.799","2024-07-23 16:47:17.531",47.654074,8.939876,344.71,2.183666,284.9,-28.84,256.06,-3.24,6.08,1.912836,15,0.323,83,3.994,-243.5
"2024-07-23 11:48:13.799","2024-07-23 16:47:17.531",47.654082,8.939846,345.03,2.319979,289.06,-33,256.06,-8.26,6.15,1.945559,15,0.324,84,3.996,-243.5
"2024-07-23 11:48:14.799","2024-07-23 16:47:17.532",47.654091,8.939821,344.03,2.321416,294.37,-38.31,256.06,-7.95,6.09,1.821492,16,0.3269,83,3.994,-243.5
"2024-07-23 11:48:15.799","2024-07-23 16:47:17.532",47.654101,8.939800,343.72,1.987606,300.89,-44.84,256.06,-1.72,4.78,1.409467,16,0.3298,83,3.994,-243.5
"2024-07-23 11:48:16.799","2024-07-23 16:47:17.532",47.654110,8.939782,345.84,1.81453,303.62,-47.56,256.06,6.5,4.54,1.224445,15,0.3289,83,3.992,-243.5
"2024-07-23 11:48:17.799","2024-07-23 16:47:17.532",47.654120,8.939765,348.45,1.609803,306.24,-50.19,256.06,12.95,4.09,1.030637,15,0.3279,83,3.994,-243.6
"2024-07-23 11:48:18.799","2024-07-23 16:47:17.533",47.654130,8.939747,350.58,1.627086,306.59,-50.54,256.06,15.94,4.79,1.034124,16,0.3289,83,3.994,-243.5
"2024-07-23 11:48:19.799","2024-07-23 16:47:17.533",47.654141,8.939728,352.2,1.800847,307.17,-51.11,256.06,18.01,5.56,1.130606,16,0.3308,83,3.992,-243.5
"2024-07-23 11:48:20.799","2024-07-23 16:47:17.533",47.654151,8.939707,350.99,1.87247,308.3,-52.25,256.06,17.67,6.94,1.146382,16,0.3328,83,3.992,-243.6
"2024-07-23 11:48:21.799","2024-07-23 16:47:17.533",47.654161,8.939684,349.09,2.024282,302.83,-46.77,256.06,17.71,6.37,1.386454,16,0.3379,84,3.996,-243.6
"2024-07-23 11:48:22.799","2024-07-23 16:47:17.533",47.654170,8.939661,350.45,2.013825,300.57,-44.53,256.06,19.97,5.28,1.435762,16,0.3469,83,3.994,-243.5
"2024-07-23 11:48:23.799","2024-07-23 16:47:17.534",47.654180,8.939635,349.61,2.07391,300.98,-44.92,256.06,17.59,5.74,1.468345,16,0.3508,83,3.994,-243.5
"2024-07-23 11:48:24.799","2024-07-23 16:47:17.534",47.654186,8.939609,347.45,2.169056,296.1,-40.05,256.06,9.88,4.56,1.660409,16,0.3499,83,3.994,-243.6
"2024-07-23 11:48:25.799","2024-07-23 16:47:17.534",47.654196,8.939579,349.5,2.279927,291.96,-35.92,256.06,4.52,5.41,1.846559,16,0.345,83,3.994,-243.5
"2024-07-23 11:48:26.799","2024-07-23 16:47:17.534",47.654208,8.939549,348.61,2.582298,298.06,-42,256.06,2.69,5.35,1.918848,16,0.3428,83,3.994,-243.4
"2024-07-23 11:48:27.799","2024-07-23 16:47:17.535",47.654223,8.939517,349.29,2.686302,302.22,-46.18,256.06,-1.1,6.2,1.86016,16,0.344,83,3.994,-243.5
"2024-07-23 11:48:28.799","2024-07-23 16:47:17.535",47.654240,8.939486,348.55,2.870522,304.95,-48.89,256.06,-5.21,6.03,1.887285,16,0.345,83,3.994,-243.5
"2024-07-23 11:48:29.799","2024-07-23 16:47:17.535",47.654258,8.939455,348.23,3.041723,309.77,-53.71,256.06,-5.2,5.91,1.799951,16,0.3469,83,3.994,-243.6
"2024-07-23 11:48:30.799","2024-07-23 16:47:17.535",47.654277,8.939425,348.02,3.090348,312.01,-55.96,256.06,-4.26,5.47,1.730058,16,0.3469,83,3.994,-243.5
"2024-07-23 11:48:31.799","2024-07-23 16:47:17.535",47.654295,8.939397,348.69,3.003157,313.92,-57.88,256.06,-6.71,4.76,1.597012,16,0.3508,83,3.994,-243.8
"2024-07-23 11:48:32.499","2024-07-23 16:47:17.536",47.654307,8.939378,349.1,2.86544,313.95,-57.9,256.06,-11.77,4.25,1.522558,16,0.356,83,3.992,-243.8
"2024-07-23 11:48:33.799","2024-07-23 16:47:17.536",47.654328,8.939351,348.09,2.580955,317.04,-60.99,256.06,-8.93,3.79,1.251617,16,0.3638,83,3.988,-243.6
"2024-07-23 11:48:34.799","2024-07-23 16:47:17.536",47.654342,8.939333,349.31,2.134276,319.21,-63.16,256.06,-7.64,3.89,0.9636205,16,0.3669,83,3.992,-243.6
"2024-07-23 11:48:35.799","2024-07-23 16:47:17.536",47.654355,8.939319,350.69,1.935411,322.95,-66.91,256.06,0.81,4.65,0.7591769,16,0.366,83,3.992,-243.5
"2024-07-23 11:48:36.599","2024-07-23 16:47:17.537",47.654365,8.939308,352.92,1.779724,325.18,-69.14,256.06,2.13,4.82,0.6339009,16,0.3638,83,3.994,-243.6
"2024-07-23 11:48:37.799","2024-07-23 16:47:17.537",47.654379,8.939294,353.8,1.64968,324.74,-68.69,256.06,3.35,4.92,0.599462,16,0.3569,83,3.992,-243.6
"2024-07-23 11:48:38.799","2024-07-23 16:47:17.537",47.654391,8.939284,354.78,1.506023,328.83,-72.78,256.06,8.2,5.82,0.4459446,16,0.3618,83,3.994,-243.6
"2024-07-23 11:48:39.799","2024-07-23 16:47:17.537",47.654405,8.939275,356.07,1.567878,335.28,-79.24,256.06,16.38,6.41,0.2929248,16,0.365,83,3.994,-243.6
"2024-07-23 11:48:40.699","2024-07-23 16:47:17.537",47.654417,8.939261,353.54,1.726865,331.15,-75.09,256.06,13.5,6.54,0.4441561,16,0.3638,83,3.994,-243.6
"2024-07-23 11:48:41.799","2024-07-23 16:47:17.538",47.654431,8.939242,352.99,1.884964,319.01,-62.96,256.06,9.96,6.41,0.85694,16,0.365,83,3.994,-243.6
"2024-07-23 11:48:42.799","2024-07-23 16:47:17.538",47.654445,8.939222,353.32,2.018604,314.79,-58.73,256.06,6.83,6.01,1.047687,15,0.3699,83,3.994,-243.5
"2024-07-23 11:48:43.799","2024-07-23 16:47:17.538",47.654460,8.939203,353.24,2.288815,317.94,-61.89,256.06,5.98,5.48,1.078447,16,0.3708,83,3.994,-243.6
"2024-07-23 11:48:44.799","2024-07-23 16:47:17.538",47.654476,8.939181,353.79,2.332061,317.95,-61.9,256.06,-0.52,5.26,1.09829,16,0.3728,83,3.994,-243.6
"2024-07-23 11:48:45.799","2024-07-23 16:47:17.539",47.654495,8.939157,353.08,2.529689,318.98,-62.92,256.06,-7.17,6.03,1.151524,16,0.3718,83,3.992,-243.5
"2024-07-23 11:48:46.799","2024-07-23 16:47:17.539",47.654519,8.939134,352.34,3.006567,323.97,-67.92,256.06,-8.36,5.84,1.130211,16,0.3718,83,3.992,-243.5
"2024-07-23 11:48:47.799","2024-07-23 16:47:17.539",47.654543,8.939111,350.86,3.123369,326,-69.95,256.06,-9.62,5.76,1.070884,16,0.375,83,3.994,-243.5
"2024-07-23 11:48:48.799","2024-07-23 16:47:17.539",47.654566,8.939089,351.2,3.168444,327.49,-71.44,256.06,-11.66,5.1,1.008577,16,0.3838,83,3.994,-243.5
"2024-07-23 11:48:49.799","2024-07-23 16:47:17.54",47.654590,8.939068,350.85,3.057214,328.01,-71.95,256.06,-9.96,5.06,0.9469383,16,0.3909,83,3.994,-243.6
"2024-07-23 11:48:50.799","2024-07-23 16:47:17.54",47.654613,8.939050,351.9,2.951837,331.17,-75.12,256.06,-11.84,4.99,0.7581611,16,0.3989,83,3.994,-243.6
"2024-07-23 11:48:51.799","2024-07-23 16:47:17.54",47.654637,8.939033,352.17,2.979496,332.42,-76.37,256.06,-11.14,4.8,0.7020724,16,0.3999,83,3.994,-243.6
"2024-07-23 11:48:52.799","2024-07-23 16:47:17.54",47.654663,8.939014,352.43,3.052133,333.14,-77.08,256.06,-12.11,5.27,0.6821,16,0.3989,84,3.996,-243.6
"2024-07-23 11:48:53.799","2024-07-23 16:47:17.54",47.654690,8.938995,351.81,3.221174,332.94,-76.88,256.06,-10.65,5.86,0.7307479,16,0.397,83,3.994,-243.6
"2024-07-23 11:48:54.799","2024-07-23 16:47:17.541",47.654718,8.938977,353.03,3.292034,334.64,-78.59,256.06,-9.67,5.48,0.6511536,16,0.4009,84,3.996,-243.5
"2024-07-23 11:48:55.799","2024-07-23 16:47:17.541",47.654746,8.938962,355.15,3.380593,337.83,-81.78,256.06,-10.98,4.97,0.483173,16,0.407,84,3.998,-243.5
"2024-07-23 11:48:56.799","2024-07-23 16:47:17.541",47.654778,8.938949,356.21,3.56987,341.27,-85.22,256.06,-9.12,5.82,0.2973875,16,0.3999,83,3.994,-243.8
